company_name;salary
Инфосистемы Джет;139300
Itransition;47800
ИнфоТеКС;26100
Hikvision;119200
ХайТэк;33000
Сател;22700
Микрон;100800
Сигма;84400
ИнфоТеКС;71200
Atos;122400
Эвотор;62100
TerraLink;137600
Лига Цифровой Экономики;146400
ХайТэк;58900
Hikvision;71600
Oracle;79700
iCore;63300
Oracle;105300
Инлайн Груп;23700
Atos;116600
OCS Distribution;149700
IBS;25100
Тринити;68100
Сател;69000
Аквариус;20200
ХайТэк;71100
Сател;115100
Angara;148600
OCS Distribution;140400
Ростелеком;83600
Itransition;94300
Angara;51400
Atos;35900
Hikvision;64900
Сател;86400
Сигма;73900
АйТеко;77900
Philax;102900
Информзащита;62900
OCS Distribution;138200
Сигма;131400
Инлайн Груп;92200
ХайТэк;134100
Oracle;82000
Сигма;112900
Информзащита;106200
iCore;108100
Oracle;66000
TerraLink;58800
Инфосистемы Джет;127500
Лига Цифровой Экономики;67400
Аквариус;28200
ХайТэк;59800
Тринити;133600
Тринити;124800
Элтекс;45900
Сател;86900
Инфосистемы Джет;72800
Oracle;65200
Philax;67200
Atos;131000
OFT group;51200
OCS Distribution;107700
OCS Distribution;99500
Инлайн Груп;42600
Сигма;58900
Angara;18400
Инфосистемы Джет;14100
TerraLink;64900
iCore;64800
Angara;57800
TerraLink;47400
Гринатом;91800
Лига Цифровой Экономики;38900
Angara;111900
Сигма;113000
Atos;38800
ИнфоТеКС;77300
OFT group;67600
TerraLink;32200
Инлайн Груп;63700
Инлайн Груп;144400
ХайТэк;104900
Микрон;91700
АйТеко;51500
iCore;86100
Сател;137200
OFT group;66700
Инлайн Груп;67200
Сигма;126100
Тринити;94800
IBS;30100
OCS Distribution;118800
Микрон;84800
Atos;59600
Эвотор;101400
Элтекс;54000
Элтекс;82600
Ростелеком;145100
Эвотор;121600
OCS Distribution;32600
Элтекс;149100
Аквариус;120800
Инфосистемы Джет;58800
Hikvision;36000
Форс;77600
Ростелеком;87100
iCore;128400
Oracle;73500
Itransition;16600
ИнфоТеКС;62700
OFT group;99700
Гринатом;142400
Softline;88700
Сигма;129000
Инфосистемы Джет;100100
Информзащита;107900
Инфосистемы Джет;89200
Angara;127900
iCore;113500
Oracle;110400
Itransition;117900
Лига Цифровой Экономики;115800
АйТеко;14200
TerraLink;87000
Элтекс;72100
Hikvision;110700
Информзащита;106800
Лига Цифровой Экономики;141700
TerraLink;78500
Микрон;117800
OFT group;111900
Элтекс;148300
IBS;124200
Softline;85800
Инфосистемы Джет;146000
Форс;28000
Микрон;47400
Oracle;53100
Элтекс;143000
Аквариус;75400
Angara;93700
OCS Distribution;121300
iCore;82100
IBS;135400
Angara;69500
Angara;88700
Инлайн Груп;81100
Hikvision;109000
Инфосистемы Джет;101600
Инлайн Груп;57700
Тринити;82700
Angara;135100
Аквариус;145600
ХайТэк;51700
Hikvision;38800
Эвотор;84300
Гринатом;96300
ИнфоТеКС;134800
Инлайн Груп;92700
OFT group;117400
OFT group;73300
OCS Distribution;83400
Ситроникс;74000
Сигма;30300
Oracle;130900
OFT group;94000
Ситроникс;75800
Angara;146600
Инлайн Груп;115400
OFT group;112400
Эвотор;137700
TerraLink;85300
Инлайн Груп;57300
Oracle;90900
OFT group;140900
Лига Цифровой Экономики;83500
ХайТэк;81200
Softline;100500
Philax;32900
Ростелеком;87300
Ростелеком;88200
Angara;112000
Angara;22600
Лига Цифровой Экономики;64300
iCore;113100
TerraLink;111000
Atos;39400
Эвотор;90500
Гринатом;91200
IBS;92800
Аквариус;124000
OCS Distribution;57300
Ростелеком;47400
Philax;137000
Softline;12000
iCore;27900
OCS Distribution;48500
Элтекс;112400
Ростелеком;137600
Эвотор;73100
Softline;81400
ИнфоТеКС;137300
Ситроникс;10700
Информзащита;69900
IBS;74800
Itransition;99100
Hikvision;53000
Softline;53400
Itransition;43700
Лига Цифровой Экономики;45000
АйТеко;33600
Ростелеком;90200
Angara;11800
ИнфоТеКС;36500
ИнфоТеКС;62700
Форс;117700
Oracle;96000
АйТеко;45700
Инфосистемы Джет;71900
TerraLink;135400
OCS Distribution;110000
Элтекс;105000
OCS Distribution;64700
iCore;126100
IBS;52600
Softline;40900
Инфосистемы Джет;84100
iCore;40700
Itransition;134700
Itransition;142500
Инфосистемы Джет;23400
АйТеко;125700
Softline;78300
Hikvision;140200
TerraLink;18600
Philax;58200
Softline;12500
Ростелеком;85200
TerraLink;83100
IBS;128700
ХайТэк;132400
IBS;143900
Тринити;132600
IBS;131500
OCS Distribution;27000
АйТеко;83200
Philax;123400
IBS;128500
TerraLink;82500
АйТеко;122000
Информзащита;112500
IBS;100300
Форс;104400
Oracle;56100
Инфосистемы Джет;132700
OCS Distribution;120000
Форс;93300
iCore;146400
ХайТэк;52400
Инфосистемы Джет;70600
Angara;88900
Philax;30100
Ростелеком;83500
ИнфоТеКС;75800
Softline;146100
АйТеко;83100
IBS;30300
Oracle;40000
Atos;29900
Softline;107700
АйТеко;147300
IBS;22400
Philax;109600
Softline;111600
АйТеко;37800
Сател;82400
Atos;26200
Angara;128900
АйТеко;140200
IBS;57100
Информзащита;125100
IBS;58300
Softline;29100
Элтекс;141700
Сател;115200
Эвотор;85500
iCore;136900
Инфосистемы Джет;68100
Hikvision;29500
OCS Distribution;95900
Atos;38500
ИнфоТеКС;15700
Информзащита;33200
Itransition;144400
Форс;121500
Эвотор;61900
Информзащита;67100
Ситроникс;115400
Гринатом;50100
iCore;19900
Инфосистемы Джет;130200
Hikvision;35900
IBS;58000
TerraLink;139100
OFT group;111700
Тринити;112200
Softline;57500
Itransition;13600
Angara;36000
Philax;46400
Эвотор;31900
Элтекс;95000
Аквариус;64600
Аквариус;26800
Softline;140300
Гринатом;145300
Сигма;52000
OCS Distribution;149400
TerraLink;103600
Инлайн Груп;13200
Инфосистемы Джет;85200
Лига Цифровой Экономики;122200
Форс;21600
Информзащита;62400
Инфосистемы Джет;45900
Микрон;73500
Гринатом;56500
Philax;97400
Элтекс;77900
Информзащита;123300
Atos;121900
OCS Distribution;61700
Лига Цифровой Экономики;48000
Hikvision;35000
Форс;135200
Форс;17900
Itransition;122300
IBS;97300
Инфосистемы Джет;107400
Сигма;79100
Hikvision;63000
Hikvision;24100
OFT group;102400
OFT group;75200
Сигма;86000
Форс;25500
Информзащита;126200
iCore;73800
OCS Distribution;58100
Эвотор;55100
Oracle;22600
Itransition;23200
Ситроникс;82500
Эвотор;83100
Микрон;86500
Микрон;61700
Сигма;70700
Oracle;35500
Сигма;49600
Softline;28000
Элтекс;57800
Аквариус;149800
Itransition;81500
Сигма;103700
Itransition;85100
Элтекс;89300
Инфосистемы Джет;13200
Atos;56900
Ростелеком;142900
OCS Distribution;42400
Элтекс;29400
IBS;108900
Ситроникс;125300
Аквариус;61300
Тринити;143700
Инфосистемы Джет;93400
OCS Distribution;91000
Oracle;58500
OFT group;58600
Элтекс;90000
Микрон;55600
Элтекс;28100
Angara;92100
АйТеко;49400
Hikvision;78500
Сигма;10400
Инлайн Груп;138800
ИнфоТеКС;120000
OCS Distribution;55400
Гринатом;65100
Лига Цифровой Экономики;115000
Элтекс;15300
Ростелеком;87500
OFT group;15000
Тринити;33600
Элтекс;13000
Лига Цифровой Экономики;12900
Информзащита;63400
Ситроникс;148100
TerraLink;76400
Сател;119200
Ситроникс;10100
Лига Цифровой Экономики;142700
Ростелеком;44800
Philax;149800
Инфосистемы Джет;109200
Эвотор;113000
Микрон;48200
ХайТэк;25800
Angara;111300
IBS;122300
TerraLink;20100
Лига Цифровой Экономики;80600
IBS;130400
Форс;17600
Форс;14200
ХайТэк;77800
Гринатом;138100
Информзащита;31000
Hikvision;144600
Гринатом;10000
Аквариус;91400
Форс;38700
Эвотор;139400
Philax;60500
Эвотор;118100
TerraLink;43500
Лига Цифровой Экономики;37700
IBS;45300
Инлайн Груп;64300
Форс;99900
ХайТэк;107200
Инфосистемы Джет;70300
ИнфоТеКС;39700
IBS;89300
Форс;56400
Инлайн Груп;26900
Oracle;113800
ИнфоТеКС;109100
OCS Distribution;56300
Эвотор;23700
Softline;56400
Инлайн Груп;117200
Сател;126000
OFT group;47500
Тринити;63700
Тринити;141000
Гринатом;122400
Лига Цифровой Экономики;21200
Сигма;96900
Инлайн Груп;103200
Гринатом;63200
ХайТэк;82900
TerraLink;90100
Angara;116500
TerraLink;33400
Элтекс;60400
Эвотор;33400
АйТеко;136200
Микрон;23600
Сигма;77100
Ситроникс;96100
ХайТэк;130800
IBS;28700
Сигма;73300
Аквариус;73500
ИнфоТеКС;31000
TerraLink;135400
ХайТэк;17900
Ростелеком;137500
Atos;73400
Инфосистемы Джет;74700
Oracle;40200
Atos;90300
Ростелеком;115800
IBS;91700
OCS Distribution;34400
Гринатом;52300
Softline;115100
Itransition;74800
Инфосистемы Джет;81500
АйТеко;59800
Angara;134100
Лига Цифровой Экономики;57000
Itransition;62300
Hikvision;81700
IBS;23400
Сател;63600
Аквариус;72600
АйТеко;14000
Hikvision;41100
Микрон;131000
OCS Distribution;135900
Микрон;36000
Гринатом;57700
ХайТэк;47300
Форс;19600
Микрон;89700
Oracle;146200
Инлайн Груп;61400
Atos;23700
OFT group;28800
Сигма;37700
Эвотор;131000
Форс;25100
OFT group;107000
Itransition;24500
Сигма;46700
АйТеко;57900
ХайТэк;105400
ХайТэк;76800
Itransition;130600
Инлайн Груп;92100
Микрон;44600
Ситроникс;141500
Softline;50500
Тринити;106600
Гринатом;15800
IBS;34700
Эвотор;18400
TerraLink;98500
Инлайн Груп;85000
Ситроникс;100700
Информзащита;134300
